Steak,1371.00,88,Trader Joe
Sandwich,1318.75,53,Target
Watermelon,4214.87,156,Big Lots
Steak,1526.09,155,Walmart
Pizza,4959.70,40,Target
Pizza,2273.84,8,Big Lots
Spaghetti,1290.06,42,Big Lots
Cheese,4435.91,226,Trader Joe
Watermelon,4924.89,222,Big Lots
Curry,4076.14,55,Aldi
Curry,2230.12,50,Big Lots
Burrito,1529.69,227,Target
Chocolate,1709.97,134,Walmart
Chicken,2844.58,92,Whole Foods
Steak,241.85,127,Whole Foods
Curry,1350.91,195,Walmart
Sandwich,4333.54,100,Whole Foods
Potatoe,1611.70,63,Big Lots
Bacon,540.92,131,Whole Foods
Cheese,2845.69,50,Target
Watermelon,947.99,227,Trader Joe
Burrito,556.62,55,Big Lots
Bacon,212.31,56,Big Lots
Salad,2053.24,231,Trader Joe
Bacon,4342.28,60,Whole Foods
Pizza,2619.73,154,Trader Joe
Bacon,4192.58,134,Whole Foods
Spaghetti,1077.85,17,Whole Foods
Curry,2933.69,178,Walmart
Salad,3029.95,28,Big Lots
Cheese,4399.81,57,Trader Joe
Bacon,3738.63,247,Whole Foods
Sandwich,1975.84,189,Target
Potatoe,2658.40,132,Walmart
Chicken,4121.01,28,Walmart
Spaghetti,211.43,165,Target
Pizza,2728.05,204,Aldi
Bacon,1165.16,250,Walmart
Hamburger,4463.78,111,Aldi
Steak,250.36,27,Target
Chicken,949.28,67,Aldi
Curry,2137.16,201,Aldi
Salad,2467.78,94,Whole Foods
Hamburger,2712.46,23,Whole Foods
Burrito,1085.47,72,Whole Foods
Pizza,215.77,240,Target
Spaghetti,4584.54,204,Trader Joe
Salad,695.76,103,Target
Potatoe,1669.11,163,Target
Pizza,806.48,201,Whole Foods
Steak,1776.50,205,Walmart
Curry,2682.13,58,Aldi
Bacon,2633.27,141,Aldi
Pizza,1223.69,67,Target
Cheese,3204.36,38,Target
Hamburger,961.09,183,Target
Watermelon,1197.74,138,Big Lots
Sandwich,3382.64,53,Walmart
Potatoe,3266.03,238,Whole Foods
Curry,2803.58,151,Trader Joe
Chocolate,1395.86,248,Walmart
Sandwich,1637.00,21,Trader Joe
Chicken,4521.59,248,Whole Foods
Hamburger,4906.92,127,Target
Bacon,1967.30,74,Big Lots
Salad,1576.39,179,Aldi
Chocolate,199.87,228,Whole Foods
Curry,3455.69,172,Aldi
Chocolate,871.57,98,Big Lots
Chocolate,1241.66,226,Walmart
Curry,3504.09,55,Walmart
Cheese,3423.26,126,Target
Steak,3349.07,219,Whole Foods
Chicken,1867.55,34,Target
Hamburger,4825.01,139,Whole Foods
Curry,3044.54,2,Big Lots
Cheese,537.15,194,Aldi
Potatoe,3061.70,200,Big Lots
Pizza,2135.60,38,Whole Foods
Spaghetti,2176.35,101,Target
Chocolate,1872.68,231,Target
Potatoe,1568.43,12,Aldi
Hamburger,4779.31,240,Walmart
Pizza,4925.81,69,Target
Watermelon,1451.54,200,Whole Foods
Curry,4796.97,123,Big Lots
Pizza,266.64,158,Target
Chicken,206.83,83,Big Lots
Burrito,1613.99,204,Whole Foods
Curry,4324.18,159,Big Lots
Salad,3159.21,57,Trader Joe
Bacon,358.01,241,Walmart
Chocolate,4883.46,195,Walmart
Hamburger,2122.55,28,Big Lots
Chicken,4434.59,78,Whole Foods
Chocolate,1416.26,239,Whole Foods
Bacon,542.45,212,Whole Foods
Watermelon,864.14,81,Walmart
Potatoe,2585.44,203,Aldi
Chicken,861.75,35,Big Lots
Watermelon,4128.35,142,Whole Foods
Burrito,3253.34,7,Trader Joe
Curry,1007.55,97,Trader Joe
Hamburger,4521.32,6,Walmart
Potatoe,1118.46,235,Big Lots
Spaghetti,3000.95,56,Target
Hamburger,3643.48,85,Aldi
Steak,229.08,36,Target
Curry,3901.77,45,Aldi
Sandwich,3696.25,50,Aldi
